標準,IVD,Unicode,Unicode(Dec),IVS,目標CID,字圖名称,IVD集,註釋,No.
嫚,嫚,5ADA,23258,E0103,62222,uni5ADAuE0101-JP,Hanyo-Denshi,,
嫜,嫜,5ADC,23260,E0101,15079,uni5ADC-JP,Hanyo-Denshi,,
嫡,嫡,5AE1,23265,E0101,15093,uni5AE1-JP,Hanyo-Denshi,,
嬪,嬪,5B2A,23338,E0101,15266,uni5B2A-JP,Hanyo-Denshi,,
嬴,嬴,5B34,23348,E0101,15290,uni5B34-JP,Hanyo-Denshi,,
嬶,嬶,5B36,23350,E0101,15296,uni5B36-JP,Hanyo-Denshi,,
嬾,嬾,5B3E,23358,E0101,15309,uni5B3E-JP,Hanyo-Denshi,,
孚,孚,5B5A,23386,E0102,15369,uni5B5A-JP,Hanyo-Denshi,,
孚,孚,5B5A,23386,E0103,62223,uni5B5AuE0101-JP,Hanyo-Denshi,,
孤,孤,5B64,23396,E0101,15388,uni5B64-JP,Hanyo-Denshi,,
孩,孩,5B69,23401,E0101,15399,uni5B69-JP,Hanyo-Denshi,,
孫,孫,5B6B,23403,E0101,15402,uni5B6B-JP,Hanyo-Denshi,,
孰,孰,5B70,23408,E0101,15412,uni5B70-JP,Hanyo-Denshi,,
孳,孳,5B73,23411,E0102,15417,uni5B73-JP,Hanyo-Denshi,,
孳,孳,5B73,23411,E0103,62224,uni5B73uE0101-JP,Hanyo-Denshi,,
孵,孵,5B75,23413,E0101,15420,uni5B75-JP,Hanyo-Denshi,,
孶,孶,5B76,23414,E0101,15422,uni5B76-JP,Hanyo-Denshi,,
孼,孼,5B7C,23420,E0102,15434,uni5B7C-JP,Hanyo-Denshi,,
孼,孼,5B7C,23420,E0103,62225,uni5B7CuE0101-JP,Hanyo-Denshi,,
孽,孽,5B7D,23421,E0101,15436,uni5B7D-JP,Hanyo-Denshi,,
宂,宂,5B82,23426,E0101,15446,uni5B82-JP,Hanyo-Denshi,,
宅,宅,5B85,23429,E0101,15453,uni5B85-JP,Hanyo-Denshi,,
宐,宐,5B90,23440,E0101,15477,uni5B90-JP,Hanyo-Denshi,,
宣,宣,5BA3,23459,E0101,15514,uni5BA3-JP,Hanyo-Denshi,,
室,室,5BA4,23460,E0101,15516,uni5BA4-JP,Hanyo-Denshi,,
宬,宬,5BAC,23468,E0101,15530,uni5BAC-JP,Hanyo-Denshi,,
宭,宭,5BAD,23469,E0101,15533,uni5BAD-JP,Hanyo-Denshi,,
宲,宲,5BB2,23474,E0101,15543,uni5BB2-JP,Hanyo-Denshi,,
害,害,5BB3,23475,E0104,15545,uni5BB3-JP,Hanyo-Denshi,,
害,害,5BB3,23475,E0105,62228,uni5BB3uE0103-JP,Hanyo-Denshi,,
害,害,5BB3,23475,E0106,62227,uni5BB3uE0102-JP,Hanyo-Denshi,,
宵,宵,5BB5,23477,E0102,15552,uni5BB5-JP,Hanyo-Denshi,,
宵,宵,5BB5,23477,E0103,62229,uni5BB5uE0101-JP,Hanyo-Denshi,,
家,家,5BB6,23478,E0101,15555,uni5BB6-JP,Hanyo-Denshi,,
寀,寀,5BC0,23488,E0101,15573,uni5BC0-JP,Hanyo-Denshi,,
寃,寃,5BC3,23491,E0102,15579,uni5BC3-JP,Hanyo-Denshi,,
寃,寃,5BC3,23491,E0104,61819,u2F86D-JP,Hanyo-Denshi,,
寅,寅,5BC5,23493,E0101,15583,uni5BC5-JP,Hanyo-Denshi,,
寇,寇,5BC7,23495,E0101,15587,uni5BC7-JP,Hanyo-Denshi,,
寏,寏,5BCF,23503,E0101,15600,uni5BCF-JP,Hanyo-Denshi,,
寐,寐,5BD0,23504,E0101,15602,uni5BD0-JP,Hanyo-Denshi,,
寒,寒,5BD2,23506,E0102,15607,uni5BD2-JP,Hanyo-Denshi,,
寒,寒,5BD2,23506,E0103,62230,uni5BD2uE0101-JP,Hanyo-Denshi,,
寗,寗,5BD7,23511,E0101,15618,uni5BD7-JP,Hanyo-Denshi,,
寙,寙,5BD9,23513,E0101,15623,uni5BD9-JP,Hanyo-Denshi,,
寛,寛,5BDB,23515,E0102,15628,uni5BDB-JP,Hanyo-Denshi,,
寞,寞,5BDE,23518,E0101,15633,uni5BDE-JP,Hanyo-Denshi,,
寢,寢,5BE2,23522,E0101,15645,uni5BE2-JP,Hanyo-Denshi,,
寤,寤,5BE4,23524,E0101,15649,uni5BE4-JP,Hanyo-Denshi,,
寥,寥,5BE5,23525,E0101,15652,uni5BE5-JP,Hanyo-Denshi,,
寧,寧,5BE7,23527,E0102,15657,uni5BE7-JP,Hanyo-Denshi,,
寧,寧,5BE7,23527,E0103,62232,uni5BE7uE0100-JP,Hanyo-Denshi,,
寬,寬,5BEC,23532,E0101,15670,uni5BEC-JP,Hanyo-Denshi,,
寵,寵,5BF5,23541,E0101,15691,uni5BF5-JP,Hanyo-Denshi,,
寶,寶,5BF6,23542,E0101,15694,uni5BF6-JP,Hanyo-Denshi,,
寽,寽,5BFD,23549,E0101,15704,uni5BFD-JP,Hanyo-Denshi,,
寿,寿,5BFF,23551,E0101,15708,uni5BFF-JP,Hanyo-Denshi,,
専,専,5C02,23554,E0101,15712,uni5C02-JP,Hanyo-Denshi,,
射,射,5C04,23556,E0101,15715,uni5C04-JP,Moji-Joho,,
将,将,5C06,23558,E0102,15719,uni5C06-JP,Hanyo-Denshi,,
将,将,5C06,23558,E0104,61820,u2F873-JP,Hanyo-Denshi,,
將,將,5C07,23559,E0101,15721,uni5C07-JP,Hanyo-Denshi,,
專,專,5C08,23560,E0101,15724,uni5C08-JP,Hanyo-Denshi,,
尉,尉,5C09,23561,E0101,15725,uni5C09-JP,Hanyo-Denshi,,
尊,尊,5C0A,23562,E0103,15727,uni5C0A-CN,Hanyo-Denshi,,
尊,尊,5C0A,23562,E0104,62235,uni5C0AuE0102-JP,Hanyo-Denshi,,
尊,尊,5C0A,23562,E0105,62235,uni5C0AuE0102-JP,Hanyo-Denshi,,
尋,尋,5C0B,23563,E0102,15729,uni5C0B-JP,Hanyo-Denshi,,
尋,尋,5C0B,23563,E0103,62236,uni5C0BuE0101-JP,Hanyo-Denshi,,
導,導,5C0E,23566,E0102,15733,uni5C0E-JP,Hanyo-Denshi,,
導,導,5C0E,23566,E0103,62237,uni5C0EuE0101-JP,Hanyo-Denshi,,
尙,尙,5C19,23577,E0101,15752,uni5C19-JP,Moji-Joho,,
尣,尣,5C23,23587,E0101,15766,uni5C23-JP,Hanyo-Denshi,,
尨,尨,5C28,23592,E0102,15772,uni5C28-JP,Hanyo-Denshi,,
尨,尨,5C28,23592,E0103,62238,uni5C28uE0101-JP,Hanyo-Denshi,,
尭,尭,5C2D,23597,E0101,15779,uni5C2D-JP,Hanyo-Denshi,,
尹,尹,5C39,23609,E0101,15799,uni5C39-CN,Hanyo-Denshi,,
屆,屆,5C46,23622,E0101,15818,uni5C46-JP,Hanyo-Denshi,,
屋,屋,5C4B,23627,E0101,15825,uni5C4B-JP,Hanyo-Denshi,,
屏,屏,5C4F,23631,E0101,15833,uni5C4F-JP,Hanyo-Denshi,,
屑,屑,5C51,23633,E0102,61916,uni5C51-JP90-JP,Hanyo-Denshi,,
屑,屑,5C51,23633,E0103,15836,uni5C51-JP,Hanyo-Denshi,,
屓,屓,5C53,23635,E0101,15840,uni5C53-JP,Hanyo-Denshi,,
展,展,5C55,23637,E0101,15855,uni5C5E-CN,Hanyo-Denshi,,
屠,屠,5C60,23648,E0102,61917,uni5C60-JP90-JP,Hanyo-Denshi,,
屠,屠,5C60,23648,E0103,15858,uni5C60-JP,Hanyo-Denshi,,
層,層,5C64,23652,E0102,15866,uni5C64-JP,Hanyo-Denshi,,
層,層,5C64,23652,E0103,58923,uniFA3B-JP,Hanyo-Denshi,,
履,履,5C65,23653,E0101,15869,uni5C65-CN,Hanyo-Denshi,,
屮,屮,5C6E,23662,E0102,15885,uni5C6E-JP,Hanyo-Denshi,,
屮,屮,5C6E,23662,E0103,58924,uniFA3C-JP,Hanyo-Denshi,,
屯,屯,5C6F,23663,E0101,15887,uni5C6F-JP,Hanyo-Denshi,,
屵,屵,5C75,23669,E0101,15898,uni5C75-JP,Hanyo-Denshi,,
岈,岈,5C88,23688,E0101,15931,uni5C88-JP,Hanyo-Denshi,,
岌,岌,5C8C,23692,E0101,15942,uni5C8C-JP,Hanyo-Denshi,,
岑,岑,5C91,23697,E0101,15953,uni5C91-JP,Hanyo-Denshi,,
岔,岔,5C94,23700,E0101,15961,uni5C94-JP,Hanyo-Denshi,,
岩,岩,5CA9,23721,E0101,15999,uni5CA9-CN,Hanyo-Denshi,,
岭,岭,5CAD,23725,E0102,16008,uni5CAD-JP,MSARG,,
岸,岸,5CB8,23736,E0101,16034,uni5CB8-CN,Hanyo-Denshi,,
岺,岺,5CBA,23738,E0101,16036,uni5CBA-JP,Hanyo-Denshi,,
岻,岻,5CBB,23739,E0101,16039,uni5CBB-JP,Hanyo-Denshi,,
岼,岼,5CBC,23740,E0101,16041,uni5CBC-JP,Hanyo-Denshi,,
峭,峭,5CED,23789,E0101,16126,uni5CED-JP,Hanyo-Denshi,,
島,島,5CF6,23798,E0101,16150,uni5CF6-JP,Hanyo-Denshi,,
峺,峺,5CFA,23802,E0101,16157,uni5CFA-JP,Hanyo-Denshi,,
峺,峺,5CFA,23802,E0102,16157,uni5CFA-JP,Hanyo-Denshi,,
峻,峻,5CFB,23803,E0101,16159,uni5CFB-JP,Hanyo-Denshi,,
崆,崆,5D06,23814,E0101,16178,uni5D06-JP,Hanyo-Denshi,,
崋,崋,5D0B,23819,E0101,16187,uni5D0B-JP,Hanyo-Denshi,,
崎,崎,5D0E,23822,E0101,16194,uni5D0E-JP,Hanyo-Denshi,,
崙,崙,5D19,23833,E0101,16219,uni5D19-JP,Hanyo-Denshi,,
崚,崚,5D1A,23834,E0101,16221,uni5D1A-JP,Hanyo-Denshi,,
崝,崝,5D1D,23837,E0101,16229,uni5D1D-JP,Hanyo-Denshi,,
崢,崢,5D22,23842,E0101,16241,uni5D22-JP,Hanyo-Denshi,,
崧,崧,5D27,23847,E0101,16257,uni5D27-JP,Hanyo-Denshi,,
崩,崩,5D29,23849,E0102,16262,uni5D29-CN,Hanyo-Denshi,,
崩,崩,5D29,23849,E0103,62239,uni5D29uE0101-JP,Hanyo-Denshi,,
崿,崿,5D3F,23871,E0101,16300,uni5D3F-JP,Hanyo-Denshi,,
嵃,嵃,5D43,23875,E0101,16308,uni5D43-JP,Hanyo-Denshi,,
嵆,嵆,5D46,23878,E0101,16314,uni5D46-JP,Hanyo-Denshi,,
嵓,嵓,5D53,23891,E0101,16345,uni5D53-JP,Hanyo-Denshi,,
嵩,嵩,5D69,23913,E0101,16385,uni5D69-JP,Hanyo-Denshi,,
嵶,嵶,5D76,23926,E0101,16414,uni5D76-JP,Hanyo-Denshi,,
嵺,嵺,5D7A,23930,E0101,16422,uni5D7A-JP,Hanyo-Denshi,,
嶂,嶂,5D82,23938,E0101,16440,uni5D82-JP,Hanyo-Denshi,,
嶇,嶇,5D87,23943,E0102,16451,uni5D87-JP,Hanyo-Denshi,,
嶐,嶐,5D90,23952,E0101,16468,uni5D90-JP,Hanyo-Denshi,,
嶒,嶒,5D92,23954,E0101,16470,uni5D92-JP,Hanyo-Denshi,,
嶙,嶙,5D99,23961,E0101,16488,uni5D99-JP,Hanyo-Denshi,,
嶲,嶲,5DB2,23986,E0102,61853,u2F9F4-JP,Hanyo-Denshi,,
嶲,嶲,5DB2,23986,E0103,16544,uni5DB2-JP,Hanyo-Denshi,,
巃,巃,5DC3,24003,E0101,16580,uni5DC3-JP,Hanyo-Denshi,,
巉,巉,5DC9,24009,E0102,16591,uni5DC9-JP,Hanyo-Denshi,,
巉,巉,5DC9,24009,E0103,62242,uni5DC9uE0101-JP,Hanyo-Denshi,,
巍,巍,5DCD,24013,E0102,16599,uni5DCD-JP,Moji-Joho,,
巎,巎,5DCE,24014,E0101,16602,uni5DCE-JP,Hanyo-Denshi,,
巓,巓,5DD3,24019,E0102,16613,uni5DD3-JP,Hanyo-Denshi,,
巓,巓,5DD3,24019,E0104,62244,uni5DD3uE0101-JP,Moji-Joho,,
巖,巖,5DD6,24022,E0101,16618,uni5DD6-JP,Hanyo-Denshi,,
巙,巙,5DD9,24025,E0101,16626,uni5DD9-JP,Hanyo-Denshi,,
巡,巡,5DE1,24033,E0102,16637,uni5DE1-JP,Hanyo-Denshi,,
巡,巡,5DE1,24033,E0103,62245,uni5DE1uE0101-JP,Hanyo-Denshi,,
巢,巢,5DE2,24034,E0101,16640,uni5DE2-CN,Hanyo-Denshi,,
巤,巤,5DE4,24036,E0101,16642,uni5DE4-JP,Moji-Joho,,
工,工,5DE5,24037,E0102,16644,uni5DE5-CN,Hanyo-Denshi,,
工,工,5DE5,24037,E0103,62246,uni5DE5uE0101-JP,Hanyo-Denshi,,
左,左,5DE6,24038,E0101,16645,uni5DE6-CN,Hanyo-Denshi,,
巨,巨,5DE8,24040,E0102,16648,uni5DE8-JP,Hanyo-Denshi,,
巨,巨,5DE8,24040,E0103,62247,uni5DE8uE0101-JP,Hanyo-Denshi,,
巩,巩,5DE9,24041,E0101,16650,uni5DE9-JP,Hanyo-Denshi,,
己,己,5DF1,24049,E0101,16661,uni5DF1-CN,Hanyo-Denshi,,
巷,巷,5DF7,24055,E0102,61918,uni5DF7-JP90-JP,Hanyo-Denshi,,
巷,巷,5DF7,24055,E0103,16668,uni5DF7-JP,Hanyo-Denshi,,
巸,巸,5DF8,24056,E0101,16669,uni5DF8-JP,Hanyo-Denshi,,
巻,巻,5DFB,24059,E0101,16674,uni5DFB-JP,Hanyo-Denshi,,
巽,巽,5DFD,24061,E0102,16676,uni5DFD-JP,Hanyo-Denshi,,
巽,巽,5DFD,24061,E0103,61822,u2F884-JP,Hanyo-Denshi,,
希,希,5E0C,24076,E0101,16697,uni5E0C-CN,Hanyo-Denshi,,
帚,帚,5E1A,24090,E0101,16717,uni5E1A-JP,Hanyo-Denshi,,
帝,帝,5E1D,24093,E0102,16721,uni5E1D-JP,Hanyo-Denshi,,
帝,帝,5E1D,24093,E0103,62249,uni5E1DuE0101-JP,Hanyo-Denshi,,
帨,帨,5E28,24104,E0101,16738,uni5E28-JP,Hanyo-Denshi,,
師,師,5E2B,24107,E0101,16744,uni5E2B-JP,Hanyo-Denshi,,
帮,帮,5E2E,24110,E0101,16748,uni5E2E-CN,Hanyo-Denshi,,
帯,帯,5E2F,24111,E0101,16750,uni5E2F-JP,Moji-Joho,,
帰,帰,5E30,24112,E0102,16751,uni5E30-JP,Hanyo-Denshi,,
帰,帰,5E30,24112,E0104,62250,uni5E30uE0101-JP,Hanyo-Denshi,,
帽,帽,5E3D,24125,E0102,16768,uni5E3D-JP,Hanyo-Denshi,,
帽,帽,5E3D,24125,E0103,62251,uni5E3DuE0101-JP,Hanyo-Denshi,,
帾,帾,5E3E,24126,E0101,16769,uni5E3E-JP,Hanyo-Denshi,,
幃,幃,5E43,24131,E0102,16775,uni5E43-JP,Hanyo-Denshi,,
幃,幃,5E43,24131,E0103,62252,uni5E43uE0101-JP,Hanyo-Denshi,,
幔,幔,5E54,24148,E0102,16798,uni5E54-CN,Hanyo-Denshi,,
幔,幔,5E54,24148,E0103,62253,uni5E54uE0101-JP,Hanyo-Denshi,,
幕,幕,5E55,24149,E0101,16800,uni5E55-JP,Hanyo-Denshi,,
幛,幛,5E5B,24155,E0101,16807,uni5E5B-JP,Hanyo-Denshi,,
幟,幟,5E5F,24159,E0101,16815,uni5E5F-JP,Hanyo-Denshi,,
幢,幢,5E62,24162,E0101,16821,uni5E62-JP,Hanyo-Denshi,,
幣,幣,5E63,24163,E0102,16823,uni5E63-JP,Hanyo-Denshi,,
幣,幣,5E63,24163,E0103,62254,uni5E63uE0101-JP,Hanyo-Denshi,,
幤,幤,5E64,24164,E0102,16825,uni5E64-JP,Hanyo-Denshi,,
幤,幤,5E64,24164,E0104,62255,uni5E64uE0101-JP,Hanyo-Denshi,,
幪,幪,5E6A,24170,E0101,16835,uni5E6A-JP,Hanyo-Denshi,,
幭,幭,5E6D,24173,E0101,16840,uni5E6D-JP,Hanyo-Denshi,,
幰,幰,5E70,24176,E0101,16846,uni5E70-JP,Hanyo-Denshi,,
平,平,5E73,24179,E0102,16854,uni5E73-CN,Hanyo-Denshi,,
平,平,5E73,24179,E0103,62256,uni5E73uE0101-JP,Hanyo-Denshi,,
年,年,5E74,24180,E0101,16855,uni5E74-CN,Hanyo-Denshi,,
幵,幵,5E75,24181,E0101,16856,uni5E75-JP,Hanyo-Denshi,,
幸,幸,5E78,24184,E0101,16862,uni5E78-JP,Hanyo-Denshi,,
幾,幾,5E7E,24190,E0102,16875,uni5E7E-JP,Hanyo-Denshi,,
幾,幾,5E7E,24190,E0104,62257,uni5E7EuE0101-JP,Hanyo-Denshi,,
底,底,5E95,24213,E0101,16915,uni5E95-JP,Hanyo-Denshi,,
庖,庖,5E96,24214,E0102,61919,uni5E96-JP90-JP,Hanyo-Denshi,,
庖,庖,5E96,24214,E0103,16918,uni5E96-JP,Hanyo-Denshi,,
度,度,5EA6,24230,E0101,16945,uni5EA6-JP,Hanyo-Denshi,,
庬,庬,5EAC,24236,E0101,16957,uni5EAC-JP,Hanyo-Denshi,,
庭,庭,5EAD,24237,E0102,16960,uni5EAD-JP,Hanyo-Denshi,,
庭,庭,5EAD,24237,E0104,62258,uni5EADuE0101-JP,Moji-Joho,,
庳,庳,5EB3,24243,E0101,16971,uni5EB3-JP,Hanyo-Denshi,,
庶,庶,5EB6,24246,E0101,16977,uni5EB6-JP,Hanyo-Denshi,,
康,康,5EB7,24247,E0101,16979,uni5EB7-JP,Hanyo-Denshi,,
庸,庸,5EB8,24248,E0101,16983,uni5EB8-JP,Hanyo-Denshi,,
庹,庹,5EB9,24249,E0101,16986,uni5EB9-JP,Hanyo-Denshi,,
庾,庾,5EBE,24254,E0101,16995,uni5EBE-JP,Hanyo-Denshi,,
庿,庿,5EBF,24255,E0101,16997,uni5EBF-JP,Hanyo-Denshi,,
廉,廉,5EC9,24265,E0102,17015,uni5EC9-JP,Hanyo-Denshi,,
廉,廉,5EC9,24265,E0103,58865,uniF9A2-JP,Hanyo-Denshi,,
廊,廊,5ECA,24266,E0103,17017,uni5ECA-JP,Hanyo-Denshi,,
廊,廊,5ECA,24266,E0104,58858,uniF928-JP,Hanyo-Denshi,,
廋,廋,5ECB,24267,E0102,17019,uni5ECB-JP,Hanyo-Denshi,,
廋,廋,5ECB,24267,E0103,62260,uni5ECBuE0101-JP,Hanyo-Denshi,,
廏,廏,5ECF,24271,E0102,17029,uni5ECF-JP,Hanyo-Denshi,,
廏,廏,5ECF,24271,E0103,62261,uni5ECFuE0101-JP,Hanyo-Denshi,,
廐,廐,5ED0,24272,E0102,17031,uni5ED0-JP,Hanyo-Denshi,,
廐,廐,5ED0,24272,E0104,62262,uni5ED0uE0101-JP,Hanyo-Denshi,,
廑,廑,5ED1,24273,E0101,17035,uni5ED1-JP,Hanyo-Denshi,,
廖,廖,5ED6,24278,E0101,17049,uni5ED6-JP,Hanyo-Denshi,,
廙,廙,5ED9,24281,E0101,17056,uni5ED9-JP,Hanyo-Denshi,,
廟,廟,5EDF,24287,E0102,17069,uni5EDF-JP,Hanyo-Denshi,,
廟,廟,5EDF,24287,E0103,61920,uni5EDF-JP90-JP,Hanyo-Denshi,,
廠,廠,5EE0,24288,E0102,17071,uni5EE0-JP,Hanyo-Denshi,,
廠,廠,5EE0,24288,E0103,62263,uni5EE0uE0101-JP,Hanyo-Denshi,,
廣,廣,5EE3,24291,E0103,17078,uni5EE3-JP,Hanyo-Denshi,,
廣,廣,5EE3,24291,E0104,62265,uni5EE3uE0102-JP,Hanyo-Denshi,,
廣,廣,5EE3,24291,E0105,62264,uni5EE3uE0101-JP,Hanyo-Denshi,,
廣,廣,5EE3,24291,E010C,62264,uni5EE3uE0101-JP,Moji-Joho,,
廴,廴,5EF4,24308,E0101,17114,uni5EF4-JP,Moji-Joho,,
廴,廴,5EF4,24308,E0102,17114,uni5EF4-JP,Moji-Joho,,
延,延,5EF6,24310,E0103,17117,uni5EF6-JP,Hanyo-Denshi,,
延,延,5EF6,24310,E0104,62267,uni5EF6uE0102-JP,Hanyo-Denshi,,
延,延,5EF6,24310,E0105,62267,uni5EF6uE0102-JP,Moji-Joho,,
廷,廷,5EF7,24311,E0102,17120,uni5EF7-JP,Hanyo-Denshi,,
廷,廷,5EF7,24311,E0104,62268,uni5EF7uE0101-JP,Moji-Joho,,
廸,廸,5EF8,24312,E0101,17122,uni5EF8-JP,Moji-Joho,,
廸,廸,5EF8,24312,E0102,17122,uni5EF8-JP,Moji-Joho,,
廸,廸,5EF8,24312,E0103,17122,uni5EF8-JP,MSARG,,
廹,廹,5EF9,24313,E0101,17124,uni5EF9-JP,Moji-Joho,,
廹,廹,5EF9,24313,E0102,17124,uni5EF9-JP,Moji-Joho,,
建,建,5EFA,24314,E0102,17126,uni5EFA-JP,Hanyo-Denshi,,
建,建,5EFA,24314,E0104,62269,uni5EFAuE0101-JP,Moji-Joho,,
廻,廻,5EFB,24315,E0102,17128,uni5EFB-JP,Moji-Joho,,
廻,廻,5EFB,24315,E0103,61921,uni5EFB-JP90-JP,Moji-Joho,,
廼,廼,5EFC,24316,E0101,17130,uni5EFC-JP,Moji-Joho,,
廼,廼,5EFC,24316,E0102,17130,uni5EFC-JP,Moji-Joho,,
廼,廼,5EFC,24316,E0103,17130,uni5EFC-JP,Moji-Joho,,
廽,廽,5EFD,24317,E0101,17132,uni5EFD-JP,Moji-Joho,,
廽,廽,5EFD,24317,E0102,17132,uni5EFD-JP,Moji-Joho,,
廾,廾,5EFE,24318,E0101,17133,uni5EFE-CN,Hanyo-Denshi,,
弁,弁,5F01,24321,E0101,17136,uni5F01-JP,Hanyo-Denshi,,
异,异,5F02,24322,E0101,17138,uni5F02-JP,Hanyo-Denshi,,
弉,弉,5F09,24329,E0101,17154,uni5F09-JP,Hanyo-Denshi,,
弊,弊,5F0A,24330,E0102,17155,uni5F0A-CN,Hanyo-Denshi,,
弊,弊,5F0A,24330,E0103,62270,uni5F0AuE0101-JP,Hanyo-Denshi,,
弍,弍,5F0D,24333,E0101,17159,uni5F0D-JP,Hanyo-Denshi,,
弎,弎,5F0E,24334,E0101,17161,uni5F0E-JP,Hanyo-Denshi,,
弓,弓,5F13,24339,E0101,17169,uni5F13-JP,Hanyo-Denshi,,
弔,弔,5F14,24340,E0101,17171,uni5F14-JP,Hanyo-Denshi,,
引,引,5F15,24341,E0101,17173,uni5F15-JP,Hanyo-Denshi,,
弖,弖,5F16,24342,E0101,17175,uni5F16-JP,Hanyo-Denshi,,
弗,弗,5F17,24343,E0101,17176,uni5F17-JP,Hanyo-Denshi,,
弘,弘,5F18,24344,E0101,17178,uni5F18-JP,Hanyo-Denshi,,
弟,弟,5F1F,24351,E0101,17193,uni5F1F-JP,Hanyo-Denshi,,
弡,弡,5F21,24353,E0101,17196,uni5F21-JP,Hanyo-Denshi,,
弢,弢,5F22,24354,E0101,17198,uni5F22-JP,Hanyo-Denshi,,
弥,弥,5F25,24357,E0101,17205,uni5F25-JP,Hanyo-Denshi,,
弧,弧,5F27,24359,E0101,17210,uni5F27-JP,Hanyo-Denshi,,
弩,弩,5F29,24361,E0101,17215,uni5F29-JP,Moji-Joho,,
弩,弩,5F29,24361,E0102,17215,uni5F29-JP,Moji-Joho,,
弭,弭,5F2D,24365,E0102,17221,uni5F2D-JP,Moji-Joho,,
弭,弭,5F2D,24365,E0103,62271,uni5F2DuE0101-JP,Moji-Joho,,
弮,弮,5F2E,24366,E0101,17224,uni5F2E-JP,Hanyo-Denshi,,
弱,弱,5F31,24369,E0102,17231,uni5F31-JP,Hanyo-Denshi,,
弱,弱,5F31,24369,E0103,62272,uni5F31uE0101-JP,Hanyo-Denshi,,
弸,弸,5F38,24376,E0102,17244,uni5F38-JP,Hanyo-Denshi,,
弸,弸,5F38,24376,E0103,62273,uni5F38uE0101-JP,Hanyo-Denshi,,
彄,彄,5F44,24388,E0101,17265,uni5F44-JP,Hanyo-Denshi,,
彅,彅,5F45,24389,E0102,17268,uni5F45-JP,Hanyo-Denshi,,
彅,彅,5F45,24389,E0103,62274,uni5F45uE0101-JP,Hanyo-Denshi,,
彈,彈,5F48,24392,E0101,17273,uni5F48-JP,Hanyo-Denshi,,
彌,彌,5F4C,24396,E0101,17281,uni5F4C-JP,Hanyo-Denshi,,
彐,彐,5F50,24400,E0102,17289,uni5F50-JP,Hanyo-Denshi,,
彐,彐,5F50,24400,E0103,1365,uni2E95-JP,Hanyo-Denshi,,
彖,彖,5F56,24406,E0101,17300,uni5F56-JP,Hanyo-Denshi,,
彗,彗,5F57,24407,E0101,17302,uni5F57-JP,Hanyo-Denshi,,
彜,彜,5F5C,24412,E0101,17313,uni5F5C-JP,Hanyo-Denshi,,
彠,彠,5F60,24416,E0101,17321,uni5F60-JP,Hanyo-Denshi,,
形,形,5F62,24418,E0102,17324,uni5F62-CN,Hanyo-Denshi,,
形,形,5F62,24418,E0103,61824,u2F899-JP,Hanyo-Denshi,,
彩,彩,5F69,24425,E0102,17335,uni5F69-CN,Hanyo-Denshi,,
彩,彩,5F69,24425,E0103,62275,uni5F69uE0101-JP,Hanyo-Denshi,,
彪,彪,5F6A,24426,E0101,17336,uni5F6A-JP,Hanyo-Denshi,,
彫,彫,5F6B,24427,E0102,17339,uni5F6B-JP,Hanyo-Denshi,,
彫,彫,5F6B,24427,E0103,61825,u2F89A-JP,Hanyo-Denshi,,
彰,彰,5F70,24432,E0101,17347,uni5F70-JP,Hanyo-Denshi,,
彴,彴,5F74,24436,E0101,17355,uni5F74-JP,Hanyo-Denshi,,
往,往,5F80,24448,E0102,17377,uni5F80-JP,Hanyo-Denshi,,
往,往,5F80,24448,E0103,62276,uni5F80uE0101-JP,Hanyo-Denshi,,
律,律,5F8B,24459,E0101,17393,uni5F8B-CN,Hanyo-Denshi,,
後,後,5F8C,24460,E0101,17394,uni5F8C-JP,Hanyo-Denshi,,
徐,徐,5F90,24464,E0101,17400,uni5F90-JP,Hanyo-Denshi,,
徑,徑,5F91,24465,E0101,17402,uni5F91-JP,Hanyo-Denshi,,
従,従,5F93,24467,E0101,17404,uni5F93-JP,Moji-Joho,,
徘,徘,5F98,24472,E0102,61922,uni5F98-JP90-JP,Moji-Joho,,
徘,徘,5F98,24472,E0103,17412,uni5F98-JP,Moji-Joho,,
從,從,5F9E,24478,E0101,17421,uni5F9E-JP,Hanyo-Denshi,,
御,御,5FA1,24481,E0102,17426,uni5FA1-JP,Hanyo-Denshi,,
御,御,5FA1,24481,E0103,62277,uni5FA1uE0101-JP,Hanyo-Denshi,,
御,御,5FA1,24481,E0106,17426,uni5FA1-JP,Moji-Joho,,
徤,徤,5FA4,24484,E0101,17430,uni5FA4-JP,Moji-Joho,,
徤,徤,5FA4,24484,E0102,17430,uni5FA4-JP,Moji-Joho,,
徫,徫,5FAB,24491,E0101,17443,uni5FAB-JP,Hanyo-Denshi,,
徬,徬,5FAC,24492,E0101,17446,uni5FAC-JP,Hanyo-Denshi,,
微,微,5FAE,24494,E0102,17452,uni5FAE-JP,Hanyo-Denshi,,
微,微,5FAE,24494,E0104,62278,uni5FAEuE0101-JP,Hanyo-Denshi,,
徳,徳,5FB3,24499,E0101,17461,uni5FB3-JP,Moji-Joho,,
徵,徵,5FB5,24501,E0102,17463,uni5FB5-JP,Hanyo-Denshi,,
徵,徵,5FB5,24501,E0103,62279,uni5FB5uE0101-JP,Hanyo-Denshi,,
德,德,5FB7,24503,E0101,17467,uni5FB7-JP,Hanyo-Denshi,,
徽,徽,5FBD,24509,E0102,61923,uni5FBD-JP90-JP,Hanyo-Denshi,,
