標準,IVD,Unicode,Unicode(Dec),IVS,目標CID,字圖名称,IVD集,註釋,No.
及,及,53CA,21450,E0102,11861,uni53CA-JP,Hanyo-Denshi,,
及,及,53CA,21450,E0103,62148,uni53CAuE0101-JP,Hanyo-Denshi,,
収,収,53CE,21454,E0103,11868,uni53CE-JP,Moji-Joho,,
叓,叓,53D3,21459,E0101,11875,uni53D3-JP,Hanyo-Denshi,,
叔,叔,53D4,21460,E0101,11876,uni53D4-CN,Hanyo-Denshi,,
叛,叛,53DB,21467,E0102,61904,uni53DB-JP90-JP,Hanyo-Denshi,,
叛,叛,53DB,21467,E0103,11885,uni53DB-JP,Hanyo-Denshi,,
叝,叝,53DD,21469,E0101,11889,uni53DD-JP,Hanyo-Denshi,,
叟,叟,53DF,21471,E0102,61905,uni53DF-JP90-JP,Hanyo-Denshi,,
叟,叟,53DF,21471,E0103,11892,uni53DF-JP,Hanyo-Denshi,,
叢,叢,53E2,21474,E0101,11900,uni53E2-JP,Hanyo-Denshi,,
叫,叫,53EB,21483,E0101,11911,uni53EB-JP,Hanyo-Denshi,,
叭,叭,53ED,21485,E0101,11914,uni53ED-JP,Hanyo-Denshi,,
叱,叱,53F1,21489,E0102,11921,uni53F1-CN,Hanyo-Denshi,,
叱,叱,53F1,21489,E0103,62152,uni53F1uE0101-JP,Hanyo-Denshi,,
史,史,53F2,21490,E0102,11922,uni53F2-CN,Hanyo-Denshi,,
史,史,53F2,21490,E0103,62153,uni53F2uE0101-JP,Hanyo-Denshi,,
号,号,53F7,21495,E0101,11928,uni53F7-JP,Hanyo-Denshi,,
吏,吏,540F,21519,E0102,11958,uni540F-CN,Hanyo-Denshi,,
吏,吏,540F,21519,E0104,62154,uni540FuE0101-JP,Moji-Joho,,
君,君,541B,21531,E0101,11972,uni541B-CN,Hanyo-Denshi,,
吝,吝,541D,21533,E0101,11975,uni541D-JP,Moji-Joho,*黑體無區別,
吝,吝,541D,21533,E0102,11975,uni541D-JP,Moji-Joho,,
吟,吟,541F,21535,E0101,11978,uni541F-JP,Hanyo-Denshi,,
吩,吩,5429,21545,E0101,11994,uni5429-JP,Hanyo-Denshi,,
含,含,542B,21547,E0101,12000,uni542B-JP,Hanyo-Denshi,,
启,启,542F,21551,E0101,12009,uni542F-JP,Hanyo-Denshi,,
吸,吸,5438,21560,E0102,12024,uni5438-JP,Hanyo-Denshi,,
吸,吸,5438,21560,E0103,62155,uni5438uE0101-JP,Hanyo-Denshi,,
吾,吾,543E,21566,E0101,12033,uni543E-CN,Hanyo-Denshi,,
呀,呀,5440,21568,E0102,12036,uni5440-JP,Hanyo-Denshi,,
呀,呀,5440,21568,E0103,62156,uni5440uE0101-JP,Hanyo-Denshi,,
呈,呈,5448,21576,E0102,12049,uni5448-JP,Hanyo-Denshi,,
呈,呈,5448,21576,E0104,62157,uni5448uE0101-JP,Hanyo-Denshi,,
呕,呕,5455,21589,E0101,12065,uni5455-JP,Hanyo-Denshi,,
周,周,5468,21608,E0102,12093,uni5468-CN,Hanyo-Denshi,,
周,周,5468,21608,E0103,61814,u2F83F-JP,Hanyo-Denshi,,
呱,呱,5471,21617,E0101,12106,uni5471-JP,Hanyo-Denshi,,
咅,咅,5485,21637,E0101,12135,uni5485-JP,Hanyo-Denshi,,
咆,咆,5486,21638,E0101,12137,uni5486-CN,Hanyo-Denshi,,
咎,咎,548E,21646,E0101,12147,uni548E-JP,Hanyo-Denshi,,
咒,咒,5492,21650,E0101,12153,uni5492-CN,Hanyo-Denshi,,
咢,咢,54A2,21666,E0100,12173,uni54A2-JP,Hanyo-Denshi,,
咬,咬,54AC,21676,E0102,61906,uni54AC-JP90-JP,Moji-Joho,,
咬,咬,54AC,21676,E0103,12194,uni54AC-JP,Moji-Joho,,
咲,咲,54B2,21682,E0102,12201,uni54B2-JP,Hanyo-Denshi,,
咲,咲,54B2,21682,E0103,62158,uni54B2uE0101-JP,Hanyo-Denshi,,
咼,咼,54BC,21692,E0101,12216,uni54BC-JP,Hanyo-Denshi,,
哉,哉,54C9,21705,E0101,12235,uni54C9-CN,Hanyo-Denshi,,
哎,哎,54CE,21710,E0101,12240,uni54CE-CN,Hanyo-Denshi,,
哠,哠,54E0,21728,E0101,12259,uni54E0-JP,Hanyo-Denshi,,
哨,哨,54E8,21736,E0102,61907,uni54E8-JP90-JP,Hanyo-Denshi,,
哨,哨,54E8,21736,E0102,12272,uni54E8-JP,Hanyo-Denshi,,
哲,哲,54F2,21746,E0101,12288,uni54F2-JP,Hanyo-Denshi,,
哽,哽,54FD,21757,E0101,12303,uni54FD-CN,Moji-Joho,*黑體無捺起筆，無區別,
哽,哽,54FD,21757,E0102,12303,uni54FD-CN,Moji-Joho,,
哾,哾,54FE,21758,E0101,12304,uni54FE-JP,Hanyo-Denshi,,
唆,唆,5506,21766,E0101,12317,uni5506-JP,Hanyo-Denshi,,
唌,唌,550C,21772,E0101,12330,uni550C-JP,Hanyo-Denshi,,
唐,唐,5510,21776,E0102,12337,uni5510-JP,Hanyo-Denshi,,
唐,唐,5510,21776,E0103,62159,uni5510uE0101-JP,Hanyo-Denshi,,
唧,唧,5527,21799,E0101,12365,uni5527-JP,Hanyo-Denshi,,
唳,唳,5533,21811,E0103,12385,uni5533-JP,Hanyo-Denshi,,
唳,唳,5533,21811,E0104,62160,uni5533uE0101-JP,Hanyo-Denshi,,
唳,唳,5533,21811,E0105,62161,uni5533uE0102-JP,Hanyo-Denshi,,
唹,唹,5539,21817,E0102,12398,uni5539-JP,Hanyo-Denshi,,
唹,唹,5539,21817,E0103,62162,uni5539uE0101-JP,Hanyo-Denshi,,
啁,啁,5541,21825,E0101,12412,uni5541-JP,Hanyo-Denshi,,
啄,啄,5544,21828,E0102,12420,uni5544-JP,Hanyo-Denshi,,
商,商,5546,21830,E0102,12424,uni5546-JP,Hanyo-Denshi,,
商,商,5546,21830,E0103,62164,uni5546uE0101-JP,Hanyo-Denshi,,
啇,啇,5547,21831,E0101,12427,uni5547-JP,Hanyo-Denshi,,
啌,啌,554C,21836,E0101,12433,uni554C-JP,Hanyo-Denshi,,
啓,啓,5553,21843,E0102,12443,uni5553-JP,Hanyo-Denshi,,
啓,啓,5553,21843,E0103,62165,uni5553uE0101-JP,Hanyo-Denshi,,
啚,啚,555A,21850,E0101,12454,uni555A-JP,Hanyo-Denshi,,
啝,啝,555D,21853,E0101,12460,uni555D-JP,Hanyo-Denshi,,
啼,啼,557C,21884,E0101,12458,uni555C-JP,Hanyo-Denshi,,
善,善,5584,21892,E0102,12515,uni5584-JP,Hanyo-Denshi,,
善,善,5584,21892,E0105,61816,u2F846-JP,Hanyo-Denshi,,
喆,喆,5586,21894,E0101,12519,uni5586-JP,Hanyo-Denshi,,
喏,喏,558F,21903,E0101,12534,uni558F-CN,Hanyo-Denshi,,
喑,喑,5591,21905,E0101,12537,uni5591-JP,Hanyo-Denshi,,
喓,喓,5593,21907,E0101,12542,uni5593-JP,Hanyo-Denshi,,
喙,喙,5599,21913,E0101,12552,uni5599-JP,Hanyo-Denshi,,
喜,喜,559C,21916,E0102,12558,uni559C-JP,Hanyo-Denshi,,
喜,喜,559C,21916,E0105,62167,uni559CuE0101-JP,Hanyo-Denshi,,
喝,喝,559D,21917,E0102,12559,uni559D-JP,Hanyo-Denshi,,
喝,喝,559D,21917,E0103,58918,uniFA36-JP,Hanyo-Denshi,,
喞,喞,559E,21918,E0101,12563,uni559E-JP,Hanyo-Denshi,,
喨,喨,55A8,21928,E0101,12578,uni55A8-JP,Hanyo-Denshi,,
喩,喩,55A9,21929,E0103,12581,uni55A9-JP,Hanyo-Denshi,,
喩,喩,55A9,21929,E0104,62169,uni55A9uE0102-JP,Hanyo-Denshi,,
喪,喪,55AA,21930,E0101,12584,uni55AA-JP,Hanyo-Denshi,,
喫,喫,55AB,21931,E0103,12586,uni55AB-JP,Hanyo-Denshi,,
喫,喫,55AB,21931,E0104,62171,uni55ABuE0102-JP,Hanyo-Denshi,,
喫,喫,55AB,21931,E0106,62170,uni55ABuE0101-JP,Hanyo-Denshi,,
單,單,55AE,21934,E0101,12594,uni55AE-JP,Hanyo-Denshi,,
喰,喰,55B0,21936,E0102,61908,uni55B0-JP90-JP,Hanyo-Denshi,,
喰,喰,55B0,21936,E0103,12596,uni55B0-JP,Hanyo-Denshi,,
嗅,嗅,55C5,21957,E0101,12634,uni55C5-CN,Hanyo-Denshi,,
嗒,嗒,55D2,21970,E0101,12658,uni55D2-JP,Hanyo-Denshi,,
嗔,嗔,55D4,21972,E0101,12663,uni55D4-JP,Hanyo-Denshi,,
嗝,嗝,55DD,21981,E0101,12683,uni55DD-JP,Hanyo-Denshi,,
嗞,嗞,55DE,21982,E0101,12685,uni55DE-JP,Hanyo-Denshi,,
嗢,嗢,55E2,21986,E0101,12694,uni55E2-JP,Hanyo-Denshi,,
嗣,嗣,55E3,21987,E0101,12696,uni55E3-CN,Hanyo-Denshi,,
嗤,嗤,55E4,21988,E0103,12697,uni55E4-JP,Hanyo-Denshi,,
嗤,嗤,55E4,21988,E0104,62172,uni55E4uE0101-JP,Hanyo-Denshi,,
嗤,嗤,55E4,21988,E0105,62173,uni55E4uE0102-JP,Hanyo-Denshi,,
嗹,嗹,55F9,22009,E0101,12730,uni55F9-JP,Hanyo-Denshi,,
嘅,嘅,5605,22021,E0102,62174,uni5605uE0101-JP,Hanyo-Denshi,,
嘆,嘆,5606,22022,E0102,12755,uni5606-JP,Hanyo-Denshi,,
嘆,嘆,5606,22022,E0103,58919,uniFA37-JP,Hanyo-Denshi,,
嘉,嘉,5609,22025,E0102,12761,uni5609-JP,Hanyo-Denshi,,
嘉,嘉,5609,22025,E0104,62175,uni5609uE0101-JP,Hanyo-Denshi,,
嘔,嘔,5614,22036,E0101,12782,uni5614-JP,Hanyo-Denshi,,
嘛,嘛,561B,22043,E0101,12792,uni561B-JP,Hanyo-Denshi,,
嘩,嘩,5629,22057,E0101,12811,uni5629-JP,Hanyo-Denshi,,
嘬,嘬,562C,22060,E0101,12815,uni562C-JP,Hanyo-Denshi,,
嘰,嘰,5630,22064,E0101,12823,uni5630-JP,Hanyo-Denshi,,
嘲,嘲,5632,22066,E0102,61909,uni5632-JP90-JP,Hanyo-Denshi,,
嘲,嘲,5632,22066,E0103,12827,uni5632-JP,Hanyo-Denshi,,
嘼,嘼,563C,22076,E0101,12842,uni563C-JP,Hanyo-Denshi,,
噂,噂,5642,22082,E0102,61910,uni5642-JP90-JP,Hanyo-Denshi,,
噂,噂,5642,22082,E0103,12850,uni5642-JP,Hanyo-Denshi,,
噄,噄,5644,22084,E0101,12854,uni5644-JP,Hanyo-Denshi,,
噆,噆,5646,22086,E0101,12858,uni5646-JP,Hanyo-Denshi,,
噇,噇,5647,22087,E0101,12862,uni5647-JP,Hanyo-Denshi,,
噌,噌,564C,22092,E0102,61911,uni564C-JP90-JP,Hanyo-Denshi,,
噌,噌,564C,22092,E0103,12871,uni564C-JP,Hanyo-Denshi,,
噐,噐,5650,22096,E0101,12881,uni5650-JP,Hanyo-Denshi,,
噠,噠,5660,22112,E0101,12904,uni5660-JP,Hanyo-Denshi,,
器,器,5668,22120,E0102,12922,uni5668-JP,Hanyo-Denshi,,
器,器,5668,22120,E0103,58920,uniFA38-JP,Hanyo-Denshi,,
噫,噫,566B,22123,E0101,12927,uni566B-JP,Hanyo-Denshi,,
噱,噱,5671,22129,E0101,12937,uni5671-JP,Hanyo-Denshi,,
噴,噴,5674,22132,E0102,12945,uni5674-JP,Hanyo-Denshi,,
噴,噴,5674,22132,E0104,62176,uni5674uE0101-JP,Moji-Joho,,
噶,噶,5676,22134,E0101,12948,uni5676-JP,Hanyo-Denshi,,
噸,噸,5678,22136,E0102,12953,uni5678-JP,Hanyo-Denshi,,
噸,噸,5678,22136,E0103,62177,uni5678uE0101-JP,Hanyo-Denshi,,
嚀,嚀,5680,22144,E0101,12966,uni5680-JP,Hanyo-Denshi,,
嚄,嚄,5684,22148,E0101,12974,uni5684-JP,Hanyo-Denshi,,
嚆,嚆,5686,22150,E0101,12979,uni5686-JP,Hanyo-Denshi,,
嚊,嚊,568A,22154,E0101,12986,uni568A-JP,Hanyo-Denshi,,
嚔,嚔,5694,22164,E0101,13000,uni5694-JP,Hanyo-Denshi,,
嚝,嚝,569D,22173,E0101,13014,uni569D-JP,Hanyo-Denshi,,
嚥,嚥,56A5,22181,E0102,13028,uni56A5-JP,Hanyo-Denshi,,
嚥,嚥,56A5,22181,E0103,62178,uni56A5uE0101-JP,Hanyo-Denshi,,
嚨,嚨,56A8,22184,E0101,13034,uni56A8-JP,Hanyo-Denshi,,
嚮,嚮,56AE,22190,E0104,13048,uni56AE-JP,Hanyo-Denshi,,
嚮,嚮,56AE,22190,E0105,62181,uni56AEuE0103-JP,Hanyo-Denshi,,
嚮,嚮,56AE,22190,E0106,62180,uni56AEuE0102-JP,Hanyo-Denshi,,
嚮,嚮,56AE,22190,E0107,62179,uni56AEuE0101-JP,Hanyo-Denshi,,
嚳,嚳,56B3,22195,E0101,13057,uni56B3-JP,Hanyo-Denshi,,
嚼,嚼,56BC,22204,E0101,13075,uni56BC-JP,Hanyo-Denshi,,
囀,囀,56C0,22208,E0102,61912,uni56C0-JP90-JP,Hanyo-Denshi,,
囀,囀,56C0,22208,E0103,13084,uni56C0-JP,Hanyo-Denshi,,
囁,囁,56C1,22209,E0102,13085,uni56C1-JP,Moji-Joho,,
囈,囈,56C8,22216,E0101,13098,uni56C8-JP,Hanyo-Denshi,,
囌,囌,56CC,22220,E0101,13108,uni56CC-JP,Hanyo-Denshi,,
囎,囎,56CE,22222,E0102,13111,uni56CE-JP,Hanyo-Denshi,,
囎,囎,56CE,22222,E0103,62183,uni56CEuE0101-JP,Hanyo-Denshi,,
囓,囓,56D3,22227,E0101,13119,uni56D3-JP,Hanyo-Denshi,,
四,四,56DB,22235,E0101,13131,uni56DB-JP,Hanyo-Denshi,,
囮,囮,56EE,22254,E0102,13162,uni56EE-JP,Hanyo-Denshi,,
囮,囮,56EE,22254,E0103,62184,uni56EEuE0101-JP,Hanyo-Denshi,,
囶,囶,56F6,22262,E0101,13174,uni56F6-JP,Hanyo-Denshi,,
圂,圂,5702,22274,E0101,13194,uni5702-JP,Hanyo-Denshi,,
圈,圈,5708,22280,E0101,13204,uni5708-JP,Hanyo-Denshi,,
圊,圊,570A,22282,E0101,13209,uni570A-JP,Hanyo-Denshi,,
圍,圍,570D,22285,E0102,13214,uni570D-JP,Hanyo-Denshi,,
圍,圍,570D,22285,E0104,62185,uni570DuE0101-JP,Hanyo-Denshi,,
圑,圑,5711,22289,E0101,13220,uni5711-JP,Hanyo-Denshi,,
圖,圖,5716,22294,E0101,13228,uni5716-JP,Hanyo-Denshi,,
圛,圛,571B,22299,E0101,13234,uni571B-JP,Hanyo-Denshi,,
圣,圣,5723,22307,E0101,13247,uni5723-JP,Hanyo-Denshi,,
圬,圬,572C,22316,E0101,13259,uni572C-JP,Hanyo-Denshi,,
圭,圭,572D,22317,E0101,13261,uni572D-CN,Hanyo-Denshi,,
圴,圴,5734,22324,E0101,13269,uni5734-JP,Hanyo-Denshi,,
均,均,5747,22343,E0102,13295,uni5747-JP,Hanyo-Denshi,,
均,均,5747,22343,E0103,62186,uni5747uE0101-JP,Hanyo-Denshi,,
坪,坪,576A,22378,E0102,13344,uni576A-CN,Hanyo-Denshi,,
坪,坪,576A,22378,E0103,62187,uni576AuE0101-JP,Hanyo-Denshi,,
坴,坴,5774,22388,E0101,13359,uni5774-JP,Hanyo-Denshi,,
坺,坺,577A,22394,E0101,13369,uni577A-JP,Hanyo-Denshi,,
垉,垉,5789,22409,E0101,13394,uni5789-JP,Hanyo-Denshi,,
型,型,578B,22411,E0101,13396,uni578B-CN,Hanyo-Denshi,,
垓,垓,5793,22419,E0101,13404,uni5793-JP,Hanyo-Denshi,,
垔,垔,5794,22420,E0101,13406,uni5794-JP,Hanyo-Denshi,,
垝,垝,579D,22429,E0101,13420,uni579D-JP,Hanyo-Denshi,,
垪,垪,57AA,22442,E0101,13439,uni57AA-JP,Hanyo-Denshi,,
埈,埈,57C8,22472,E0101,13477,uni57C8-JP,Hanyo-Denshi,,
城,城,57CE,22478,E0102,13486,uni57CE-CN,Hanyo-Denshi,,
城,城,57CE,22478,E0103,61817,u2F852-JP,Hanyo-Denshi,,
埒,埒,57D2,22482,E0101,13494,uni57D2-JP,Hanyo-Denshi,,
埓,埓,57D3,22483,E0101,13496,uni57D3-JP,Hanyo-Denshi,,
埕,埕,57D5,22485,E0101,13498,uni57D5-JP,Hanyo-Denshi,,
埖,埖,57D6,22486,E0101,13500,uni57D6-JP,Hanyo-Denshi,,
埧,埧,57E7,22503,E0101,13526,uni57E7-JP,Hanyo-Denshi,*full duplicate IVS until this line,
埰,埰,57F0,22512,E0101,13541,uni57F0-JP,Hanyo-Denshi,,
堅,堅,5805,22533,E0101,13579,uni5805-JP,Hanyo-Denshi,,
堋,堋,580B,22539,E0102,13590,uni580B-CN,Hanyo-Denshi,,
堋,堋,580B,22539,E0103,62192,uni580BuE0101-JP,Hanyo-Denshi,,
堙,堙,5819,22553,E0102,13609,uni5819-CN,Hanyo-Denshi,,
堙,堙,5819,22553,E0103,62193,uni5819uE0101-JP,Hanyo-Denshi,,
堯,堯,582F,22575,E0101,13648,uni582F-JP,Hanyo-Denshi,,
堰,堰,5830,22576,E0101,13649,uni5830-JP,Hanyo-Denshi,,
報,報,5831,22577,E0101,13652,uni5831-JP,Hanyo-Denshi,,
堲,堲,5832,22578,E0101,13654,uni5832-JP,Hanyo-Denshi,,
場,場,5834,22580,E0101,13657,uni5834-JP,Hanyo-Denshi,,
堵,堵,5835,22581,E0102,61913,uni5835-JP90-JP,Hanyo-Denshi,,
堵,堵,5835,22581,E0103,13658,uni5835-JP,Hanyo-Denshi,,
塊,塊,584A,22602,E0101,13684,uni584A-JP,Hanyo-Denshi,,
塌,塌,584C,22604,E0101,13689,uni584C-JP,Hanyo-Denshi,,
塑,塑,5851,22609,E0101,13701,uni5851-JP,Hanyo-Denshi,,
塔,塔,5854,22612,E0101,13708,uni5854-JP,Hanyo-Denshi,,
塘,塘,5858,22616,E0102,13718,uni5858-JP,Hanyo-Denshi,,
塘,塘,5858,22616,E0103,62195,uni5858uE0101-JP,Hanyo-Denshi,,
塚,塚,585A,22618,E0103,13722,uni585A-JP,Hanyo-Denshi,,
塚,塚,585A,22618,E0105,58874,uniFA10-JP,Hanyo-Denshi,,
墀,墀,5880,22656,E0101,13784,uni5880-JP,Hanyo-Denshi,,
墁,墁,5881,22657,E0101,13786,uni5881-JP,Hanyo-Denshi,,
境,境,5883,22659,E0101,13790,uni5883-JP,Hanyo-Denshi,,
墓,墓,5893,22675,E0101,13820,uni5893-CN,Hanyo-Denshi,,
墜,墜,589C,22684,E0102,13833,uni589C-JP,Hanyo-Denshi,,
墜,墜,589C,22684,E0104,62198,uni589CuE0101-JP,Hanyo-Denshi,,
增,增,589E,22686,E0101,13836,uni589E-JP,Hanyo-Denshi,,
墟,墟,589F,22687,E0101,13839,uni589F-JP,Hanyo-Denshi,,
墨,墨,58A8,22696,E0102,13855,uni58A8-JP,Hanyo-Denshi,,
墨,墨,58A8,22696,E0103,58922,uniFA3A-JP,Hanyo-Denshi,,
墫,墫,58AB,22699,E0102,13860,uni58AB-JP,Hanyo-Denshi,,
墳,墳,58B3,22707,E0101,13873,uni58B3-JP,Hanyo-Denshi,,
墸,墸,58B8,22712,E0101,13880,uni58B8-JP,Hanyo-Denshi,,
墺,墺,58BA,22714,E0101,13883,uni58BA-JP,Hanyo-Denshi,,
壄,壄,58C4,22724,E0101,13899,uni58C4-JP,Hanyo-Denshi,,
壇,壇,58C7,22727,E0101,13904,uni58C7-JP,Hanyo-Denshi,,
壎,壎,58CE,22734,E0101,13918,uni58CE-JP,Hanyo-Denshi,,
壐,壐,58D0,22736,E0101,13921,uni58D0-JP,Hanyo-Denshi,,
壒,壒,58D2,22738,E0101,13925,uni58D2-JP,Hanyo-Denshi,,
壓,壓,58D3,22739,E0101,13928,uni58D3-JP,Hanyo-Denshi,,
壕,壕,58D5,22741,E0101,13933,uni58D5-JP,Hanyo-Denshi,,
壙,壙,58D9,22745,E0101,13939,uni58D9-JP,Hanyo-Denshi,,
壟,壟,58DF,22751,E0101,13954,uni58DF-JP,Hanyo-Denshi,,
壳,壳,58F3,22771,E0101,13983,uni58F3-JP,Hanyo-Denshi,,
壴,壴,58F4,22772,E0101,13985,uni58F4-JP,Hanyo-Denshi,,
壷,壷,58F7,22775,E0101,13988,uni58F7-JP,Hanyo-Denshi,,
壺,壺,58FA,22778,E0101,13991,uni58FA-JP,Hanyo-Denshi,,
壽,壽,58FD,22781,E0101,13994,uni58FD-CN,Hanyo-Denshi,,
夆,夆,5906,22790,E0102,14006,uni5906-JP,Hanyo-Denshi,,
夊,夊,590A,22794,E0101,14012,uni590A-JP,Moji-Joho,,
夊,夊,590A,22794,E0102,14012,uni590A-JP,Moji-Joho,,
夌,夌,590C,22796,E0101,14015,uni590C-JP,Moji-Joho,,
夏,夏,590F,22799,E0101,14025,uni590F-CN,Hanyo-Denshi,,
夐,夐,5910,22800,E0101,14027,uni5910-CN,Hanyo-Denshi,,
夒,夒,5912,22802,E0101,14030,uni5912-JP,Hanyo-Denshi,,
夓,夓,5913,22803,E0101,14033,uni5913-JP,Hanyo-Denshi,,
夔,夔,5914,22804,E0101,14035,uni5914-JP,Hanyo-Denshi,,
外,外,5916,22806,E0101,14041,uni5916-JP,Hanyo-Denshi,,
夛,夛,591B,22811,E0102,14051,uni591B-JP,Hanyo-Denshi,,
夛,夛,591B,22811,E0103,62200,uni591BuE0101-JP,Hanyo-Denshi,,
夢,夢,5922,22818,E0101,14064,uni5922-JP,Hanyo-Denshi,,
夷,夷,5937,22839,E0101,14096,uni5937-JP,Hanyo-Denshi,,
夸,夸,5938,22840,E0101,14098,uni5938-JP,Hanyo-Denshi,,
奄,奄,5944,22852,E0101,14113,uni5944-CN,Hanyo-Denshi,,
奆,奆,5946,22854,E0101,14116,uni5946-JP,Hanyo-Denshi,,
契,契,5951,22865,E0103,14133,uni5951-JP,Hanyo-Denshi,,
契,契,5951,22865,E0105,58855,uniF909-JP,Hanyo-Denshi,,
奓,奓,5953,22867,E0102,14138,uni5953-JP,Hanyo-Denshi,,
奓,奓,5953,22867,E0103,62204,uni5953uE0101-JP,Hanyo-Denshi,,
奔,奔,5954,22868,E0101,14141,uni5954-CN,Hanyo-Denshi,,
奘,奘,5958,22872,E0101,14149,uni5958-CN,Hanyo-Denshi,,
奝,奝,595D,22877,E0101,14159,uni595D-JP,Hanyo-Denshi,,
奟,奟,595F,22879,E0101,14163,uni595F-JP,Hanyo-Denshi,,
奠,奠,5960,22880,E0102,14165,uni5960-JP,Hanyo-Denshi,,
奠,奠,5960,22880,E0103,62205,uni5960uE0101-JP,Hanyo-Denshi,,
奢,奢,5962,22882,E0102,14169,uni5962-JP,Hanyo-Denshi,,
奢,奢,5962,22882,E0103,62206,uni5962uE0101-JP,Hanyo-Denshi,,
奣,奣,5963,22883,E0101,14170,uni5963-JP,Hanyo-Denshi,,
奥,奥,5965,22885,E0101,14172,uni5965-JP,Hanyo-Denshi,,
奩,奩,5969,22889,E0101,14179,uni5969-JP,Hanyo-Denshi,,
奬,奬,596C,22892,E0101,14186,uni596C-JP,Hanyo-Denshi,,
奲,奲,5972,22898,E0101,14195,uni5972-JP,Hanyo-Denshi,,
妁,妁,5981,22913,E0101,14233,uni5981-JP,Hanyo-Denshi,,
妃,妃,5983,22915,E0101,14239,uni5983-JP,Hanyo-Denshi,,
妄,妄,5984,22916,E0102,14242,uni5984-JP,Hanyo-Denshi,,
妄,妄,5984,22916,E0103,62208,uni5984uE0101-JP,Hanyo-Denshi,,
妛,妛,599B,22939,E0101,14296,uni599B-JP,Hanyo-Denshi,,
妥,妥,59A5,22949,E0102,14319,uni59A5-JP,Hanyo-Denshi,,
妥,妥,59A5,22949,E0103,62209,uni59A5uE0101-JP,Hanyo-Denshi,,
妻,妻,59BB,22971,E0101,14373,uni59BB-JP,Hanyo-Denshi,,
姍,姍,59CD,22989,E0101,14419,uni59CD-JP,Hanyo-Denshi,,
姚,姚,59DA,23002,E0102,14450,uni59DA-JP,Moji-Joho,,
姚,姚,59DA,23002,E0103,62211,uni59DAuE0101-JP,Moji-Joho,,
姣,姣,59E3,23011,E0101,14471,uni59E3-JP,Moji-Joho,,
姣,姣,59E3,23011,E0102,14471,uni59E3-JP,Moji-Joho,,
姬,姬,59EC,23020,E0102,61818,u2F862-JP,Hanyo-Denshi,,
姬,姬,59EC,23020,E0103,14497,uni59EC-JP,Hanyo-Denshi,,
姸,姸,59F8,23032,E0102,14530,uni59F8-JP,MSARG,,
姿,姿,59FF,23039,E0103,14547,uni59FF-JP,Hanyo-Denshi,,
姿,姿,59FF,23039,E0104,62212,uni59FFuE0101-JP,Hanyo-Denshi,,
威,威,5A01,23041,E0101,14554,uni5A01-JP,Moji-Joho,,
威,威,5A01,23041,E0102,14554,uni5A01-JP,Moji-Joho,,
娜,娜,5A1C,23068,E0102,14616,uni5A1C-JP,Hanyo-Denshi,,
娜,娜,5A1C,23068,E0103,62214,uni5A1CuE0101-JP,Hanyo-Denshi,,
娧,娧,5A27,23079,E0101,14643,uni5A27-JP,Hanyo-Denshi,,
娩,娩,5A29,23081,E0102,61915,uni5A29-JP90-JP,Hanyo-Denshi,,
娩,娩,5A29,23081,E0103,14648,uni5A29-JP,Hanyo-Denshi,,
娶,娶,5A36,23094,E0102,14675,uni5A36-JP,Moji-Joho,,
娶,娶,5A36,23094,E0103,62215,uni5A36uE0101-JP,Moji-Joho,,
婁,婁,5A41,23105,E0101,14698,uni5A41-JP,Hanyo-Denshi,,
婈,婈,5A48,23112,E0101,14719,uni5A48-JP,Hanyo-Denshi,,
婌,婌,5A4C,23116,E0101,14729,uni5A4C-JP,Moji-Joho,,
婌,婌,5A4C,23116,E0102,14729,uni5A4C-JP,Moji-Joho,,
婦,婦,5A66,23142,E0102,14789,uni5A66-JP,Hanyo-Denshi,,
婦,婦,5A66,23142,E0103,62216,uni5A66uE0101-JP,Hanyo-Denshi,,
婧,婧,5A67,23143,E0101,14792,uni5A67-JP,Hanyo-Denshi,,
婬,婬,5A6C,23148,E0101,14805,uni5A6C-JP,Hanyo-Denshi,,
婾,婾,5A7E,23166,E0101,14841,uni5A7E-JP,Hanyo-Denshi,,
媖,媖,5A96,23190,E0101,14897,uni5A96-JP,Hanyo-Denshi,,
媛,媛,5A9B,23195,E0102,14909,uni5A9B-JP,Hanyo-Denshi,,
媛,媛,5A9B,23195,E0103,62217,uni5A9BuE0101-JP,Hanyo-Denshi,,
媵,媵,5AB5,23221,E0101,14978,uni5AB5-JP,Hanyo-Denshi,,
媺,媺,5ABA,23226,E0101,14991,uni5ABA-JP,Hanyo-Denshi,,
媾,媾,5ABE,23230,E0103,15004,uni5ABE-JP,Hanyo-Denshi,,
媿,媿,5ABF,23231,E0101,15007,uni5ABF-JP,Hanyo-Denshi,,
嫁,嫁,5AC1,23233,E0101,15013,uni5AC1-JP,Hanyo-Denshi,,
嫂,嫂,5AC2,23234,E0102,15016,uni5AC2-JP,Hanyo-Denshi,,
嫂,嫂,5AC2,23234,E0103,62220,uni5AC2uE0101-JP,Hanyo-Denshi,,
嫌,嫌,5ACC,23244,E0102,15042,uni5ACC-JP,Hanyo-Denshi,,
嫌,嫌,5ACC,23244,E0103,62221,uni5ACCuE0101-JP,Hanyo-Denshi,,
嫗,嫗,5AD7,23255,E0101,15065,uni5AD7-JP,Hanyo-Denshi,,
嫚,嫚,5ADA,23258,E0102,15073,uni5ADA-JP,Hanyo-Denshi,,
