標準,IVD,Unicode,Unicode(Dec),IVS,目標CID,字圖名称,IVD集,註釋,No.
更,更,66F4,26356,E0102,20652,uni66F4-CN,Moji-Joho,,
更,更,66F4,26356,E0103,62378,uni66F4uE0101-JP,Moji-Joho,,
曵,曵,66F5,26357,E0102,20653,uni66F5-JP,Hanyo-Denshi,,
曵,曵,66F5,26357,E0104,62379,uni66F5uE0101-JP,Hanyo-Denshi,,
曷,曷,66F7,26359,E0101,20656,uni66F7-JP,Hanyo-Denshi,,
書,書,66F8,26360,E0103,20660,uni66F8-JP,Hanyo-Denshi,,
曻,曻,66FB,26363,E0102,20665,uni66FB-JP,Hanyo-Denshi,,
曻,曻,66FB,26363,E0104,62381,uni66FBuE0101-JP,Moji-Joho,,
曼,曼,66FC,26364,E0102,20666,uni66FC-CN,Hanyo-Denshi,,
曼,曼,66FC,26364,E0103,62382,uni66FCuE0101-JP,Hanyo-Denshi,,
曾,曾,66FE,26366,E0101,20669,uni66FE-JP,Hanyo-Denshi,,
替,替,66FF,26367,E0101,20672,uni66FF-CN,Moji-Joho,,
最,最,6700,26368,E0102,20675,uni6700-JP,Hanyo-Denshi,,
最,最,6700,26368,E0103,62383,uni6700uE0101-JP,Hanyo-Denshi,,
朁,朁,6701,26369,E0101,20678,uni6701-JP,Hanyo-Denshi,,
會,會,6703,26371,E0101,20684,uni6703-JP,Hanyo-Denshi,,
朇,朇,6707,26375,E0101,20693,uni6707-JP,Hanyo-Denshi,,
月,月,6708,26376,E0102,20694,uni6708-CN,Hanyo-Denshi,,
月,月,6708,26376,E0103,62384,uni6708uE0101-JP,Hanyo-Denshi,,
有,有,6709,26377,E0102,20695,uni6709-CN,Hanyo-Denshi,,
有,有,6709,26377,E0103,62385,uni6709uE0101-JP,Hanyo-Denshi,,
朋,朋,670B,26379,E0102,20698,uni670B-CN,Hanyo-Denshi,,
朋,朋,670B,26379,E0103,62386,uni670BuE0101-JP,Hanyo-Denshi,,
服,服,670D,26381,E0102,20700,uni670D-CN,Hanyo-Denshi,,
服,服,670D,26381,E0103,62387,uni670DuE0101-JP,Hanyo-Denshi,,
朎,朎,670E,26382,E0101,20701,uni670E-JP,Hanyo-Denshi,,
朔,朔,6714,26388,E0101,20710,uni6714-JP,Hanyo-Denshi,,
朕,朕,6715,26389,E0103,20713,uni6715-CN,Hanyo-Denshi,,
朕,朕,6715,26389,E0104,62389,uni6715uE0102-JP,Hanyo-Denshi,,
朗,朗,6717,26391,E0104,20717,uni6717-JP,Hanyo-Denshi,,
朗,朗,6717,26391,E0105,62391,uni6717uE0103-JP,Hanyo-Denshi,,
朗,朗,6717,26391,E0106,58859,uniF929-JP,Hanyo-Denshi,,
朙,朙,6719,26393,E0101,20722,uni6719-JP,Hanyo-Denshi,,
望,望,671B,26395,E0103,20726,uni671B-JP,Hanyo-Denshi,,
望,望,671B,26395,E0109,62392,uni671BuE0101-JP,Hanyo-Denshi,,
朝,朝,671D,26397,E0102,20732,uni671D-JP,Hanyo-Denshi,,
朝,朝,671D,26397,E0103,62394,uni671DuE0101-JP,Hanyo-Denshi,,
朞,朞,671E,26398,E0101,20733,uni671E-JP,Hanyo-Denshi,,
期,期,671F,26399,E0102,20735,uni671F-CN,Hanyo-Denshi,,
期,期,671F,26399,E0103,62395,uni671FuE0101-JP,Hanyo-Denshi,,
朠,朠,6720,26400,E0101,20736,uni6720-JP,Hanyo-Denshi,,
朢,朢,6722,26402,E0101,20741,uni6722-JP,Hanyo-Denshi,,
朦,朦,6726,26406,E0101,20748,uni6726-JP,Hanyo-Denshi,,
朧,朧,6727,26407,E0101,20751,uni6727-JP,Moji-Joho,,
杈,杈,6748,26440,E0101,20799,uni6748-JP,Moji-Joho,,
材,材,6750,26448,E0101,20813,uni6750-CN,Hanyo-Denshi,,
杓,杓,6753,26451,E0102,61940,uni6753-JP90-JP,Hanyo-Denshi,,
杓,杓,6753,26451,E0103,20816,uni6753-JP,Hanyo-Denshi,,
杖,杖,6756,26454,E0102,61941,uni6756-JP90-JP,Hanyo-Denshi,,
杖,杖,6756,26454,E0105,20820,uni6756-CN,Moji-Joho,,
杖,杖,6756,26454,E0106,61941,uni6756-JP90-JP,Moji-Joho,,
杜,杜,675C,26460,E0101,20828,uni675C-CN,Hanyo-Denshi,,
杞,杞,675E,26462,E0102,20831,uni675E-CN,Hanyo-Denshi,,
条,条,6761,26465,E0102,20834,uni6761-JP,Hanyo-Denshi,,
条,条,6761,26465,E0103,62396,uni6761uE0101-JP,Hanyo-Denshi,,
杦,杦,6766,26470,E0101,20841,uni6766-JP,Hanyo-Denshi,,
杭,杭,676D,26477,E0101,20850,uni676D-JP,Hanyo-Denshi,,
松,松,677E,26494,E0102,20875,uni677E-JP,Hanyo-Denshi,,
松,松,677E,26494,E0103,62397,uni677EuE0101-JP,Hanyo-Denshi,,
极,极,6781,26497,E0101,20882,uni6781-JP,Hanyo-Denshi,,
枅,枅,6785,26501,E0101,20889,uni6785-JP,Hanyo-Denshi,,
枌,枌,678C,26508,E0101,20899,uni678C-JP,Hanyo-Denshi,,
枒,枒,6792,26514,E0101,20910,uni6792-JP,Hanyo-Denshi,,
枕,枕,6795,26517,E0101,20916,uni6795-JP,Hanyo-Denshi,,
枡,枡,67A1,26529,E0101,20931,uni67A1-JP,Hanyo-Denshi,,
枦,枦,67A6,26534,E0102,20937,uni67A6-JP,Hanyo-Denshi,,
枦,枦,67A6,26534,E0103,62398,uni67A6uE0101-JP,Hanyo-Denshi,,
枩,枩,67A9,26537,E0102,20941,uni67A9-JP,Hanyo-Denshi,,
枩,枩,67A9,26537,E0103,62399,uni67A9uE0101-JP,Hanyo-Denshi,,
枰,枰,67B0,26544,E0101,20949,uni67B0-JP,Hanyo-Denshi,,
枹,枹,67B9,26553,E0101,20964,uni67B9-JP,Hanyo-Denshi,,
柄,柄,67C4,26564,E0102,20981,uni67C4-CN,Hanyo-Denshi,,
柄,柄,67C4,26564,E0103,62400,uni67C4uE0101-JP,Hanyo-Denshi,,
柈,柈,67C8,26568,E0101,20987,uni67C8-JP,Hanyo-Denshi,,
柊,柊,67CA,26570,E0102,20991,uni67CA-JP,Hanyo-Denshi,,
柊,柊,67CA,26570,E0103,62401,uni67CAuE0101-JP,Hanyo-Denshi,,
柔,柔,67D4,26580,E0102,21006,uni67D4-CN,Moji-Joho,,
柔,柔,67D4,26580,E0103,62402,uni67D4uE0101-JP,Moji-Joho,,
柗,柗,67D7,26583,E0101,21010,uni67D7-JP,Hanyo-Denshi,,
柘,柘,67D8,26584,E0101,21012,uni67D8-CN,Hanyo-Denshi,,
柜,柜,67DC,26588,E0101,21016,uni67DC-JP,Hanyo-Denshi,,
柧,柧,67E7,26599,E0102,21034,uni67E7-JP,Hanyo-Denshi,,
柧,柧,67E7,26599,E0103,62403,uni67E7uE0101-JP,Hanyo-Denshi,,
柱,柱,67F1,26609,E0102,21051,uni67F1-JP,Hanyo-Denshi,,
柱,柱,67F1,26609,E0103,62404,uni67F1uE0101-JP,Hanyo-Denshi,,
柳,柳,67F3,26611,E0101,21054,uni67F3-JP,Hanyo-Denshi,,
柹,柹,67F9,26617,E0101,21063,uni67F9-JP,Hanyo-Denshi,,
柺,柺,67FA,26618,E0101,21065,uni67FA-JP,Hanyo-Denshi,,
査,査,67FB,26619,E0101,21066,uni67FB-JP,Hanyo-Denshi,,
柼,柼,67FC,26620,E0102,21067,uni67FC-JP,Hanyo-Denshi,,
栁,栁,6801,26625,E0102,21075,uni6801-JP,Hanyo-Denshi,,
栁,栁,6801,26625,E0103,62405,uni6801uE0101-JP,Hanyo-Denshi,,
栃,栃,6803,26627,E0101,21079,uni6803-JP,Hanyo-Denshi,,
栓,栓,6813,26643,E0102,21098,uni6813-JP,Hanyo-Denshi,,
栓,栓,6813,26643,E0103,62407,uni6813uE0101-JP,Hanyo-Denshi,,
栔,栔,6814,26644,E0101,21101,uni6814-JP,Hanyo-Denshi,,
栖,栖,6816,26646,E0101,21106,uni6816-CN,Hanyo-Denshi,,
栝,栝,681D,26653,E0102,21118,uni681D-CN,Moji-Joho,,
栟,栟,681F,26655,E0102,21121,uni681F-JP,Hanyo-Denshi,,
栟,栟,681F,26655,E0103,61834,u2F8E5-JP,Hanyo-Denshi,,
校,校,6821,26657,E0102,21125,uni6821-JP,Moji-Joho,,
校,校,6821,26657,E0103,62408,uni6821uE0101-JP,Moji-Joho,,
栩,栩,6829,26665,E0101,21137,uni6829-JP,Hanyo-Denshi,,
栲,栲,6832,26674,E0101,21152,uni6832-JP,Hanyo-Denshi,,
栴,栴,6834,26676,E0101,21157,uni6834-JP,Hanyo-Denshi,,
核,核,6838,26680,E0101,21164,uni6838-JP,Hanyo-Denshi,,
桀,桀,6840,26688,E0101,21176,uni6840-JP,Hanyo-Denshi,,
桅,桅,6845,26693,E0101,21184,uni6845-CN,Hanyo-Denshi,,
桒,桒,6852,26706,E0102,21209,uni6852-JP,Hanyo-Denshi,,
桒,桒,6852,26706,E0104,61833,u2F8E1-JP,Hanyo-Denshi,,
桕,桕,6855,26709,E0101,21212,uni6855-JP,Hanyo-Denshi,,
桝,桝,685D,26717,E0103,21222,uni685D-JP,Hanyo-Denshi,,
桝,桝,685D,26717,E0104,62411,uni685DuE0102-JP,Hanyo-Denshi,,
桝,桝,685D,26717,E0105,62410,uni685DuE0101-JP,Moji-Joho,,
桟,桟,685F,26719,E0101,21226,uni685F-JP,Hanyo-Denshi,,
桯,桯,686F,26735,E0101,21246,uni686F-JP,Hanyo-Denshi,,
桴,桴,6874,26740,E0101,21255,uni6874-JP,Hanyo-Denshi,,
桵,桵,6875,26741,E0101,21257,uni6875-JP,Hanyo-Denshi,,
桺,桺,687A,26746,E0103,21266,uni687A-JP,Hanyo-Denshi,,
梁,梁,6881,26753,E0102,21275,uni6881-CN,Hanyo-Denshi,,
梃,梃,6883,26755,E0101,21279,uni6883-JP,Moji-Joho,,
梃,梃,6883,26755,E0102,21279,uni6883-JP,Moji-Joho,,
梄,梄,6884,26756,E0101,21281,uni6884-JP,Hanyo-Denshi,,
梅,梅,6885,26757,E0102,21283,uni6885-JP,Hanyo-Denshi,,
梅,梅,6885,26757,E0103,58932,uniFA44-JP,Hanyo-Denshi,,
梆,梆,6886,26758,E0101,21285,uni6886-JP,Hanyo-Denshi,,
梏,梏,688F,26767,E0101,21299,uni688F-JP,Hanyo-Denshi,,
梗,梗,6897,26775,E0102,21314,uni6897-CN,Moji-Joho,,
梗,梗,6897,26775,E0103,61942,uni6897-JP90-JP,Moji-Joho,,
梚,梚,689A,26778,E0101,21317,uni689A-JP,Hanyo-Denshi,,
梛,梛,689B,26779,E0102,21318,uni689B-JP,Hanyo-Denshi,,
梛,梛,689B,26779,E0103,62414,uni689BuE0101-JP,Hanyo-Denshi,,
條,條,689D,26781,E0102,21320,uni689D-JP,Hanyo-Denshi,,
條,條,689D,26781,E0103,62415,uni689DuE0101-JP,Hanyo-Denshi,,
梟,梟,689F,26783,E0101,21325,uni689F-JP,Hanyo-Denshi,,
梢,梢,68A2,26786,E0102,21332,uni68A2-CN,Hanyo-Denshi,,
梢,梢,68A2,26786,E0103,62416,uni68A2uE0101-JP,Hanyo-Denshi,,
梥,梥,68A5,26789,E0101,21339,uni68A5-JP,Hanyo-Denshi,,
梭,梭,68AD,26797,E0101,21354,uni68AD-JP,Hanyo-Denshi,,
梵,梵,68B5,26805,E0101,21373,uni68B5-CN,Hanyo-Denshi,,
棄,棄,68C4,26820,E0101,21391,uni68C4-JP,Hanyo-Denshi,,
棈,棈,68C8,26824,E0102,21399,uni68C8-JP,Hanyo-Denshi,,
棈,棈,68C8,26824,E0103,62417,uni68C8uE0101-JP,Hanyo-Denshi,,
棌,棌,68CC,26828,E0101,21406,uni68CC-JP,Hanyo-Denshi,,
棏,棏,68CF,26831,E0101,21413,uni68CF-JP,Hanyo-Denshi,,
棐,棐,68D0,26832,E0101,21414,uni68D0-JP,Hanyo-Denshi,,
棚,棚,68DA,26842,E0102,21435,uni68DA-CN,Hanyo-Denshi,,
棚,棚,68DA,26842,E0103,62418,uni68DAuE0101-JP,Hanyo-Denshi,,
棻,棻,68FB,26875,E0101,21496,uni68FB-JP,Hanyo-Denshi,,
椀,椀,6900,26880,E0101,21508,uni6900-JP,Hanyo-Denshi,,
椃,椃,6903,26883,E0101,21515,uni6903-JP,Hanyo-Denshi,,
椆,椆,6906,26886,E0101,21522,uni6906-JP,Hanyo-Denshi,,
椌,椌,690C,26892,E0101,21536,uni690C-JP,Hanyo-Denshi,,
植,植,690D,26893,E0103,21539,uni690D-JP,Hanyo-Denshi,,
植,植,690D,26893,E0106,21540,uni690D-CN,MSARG,,
椑,椑,6911,26897,E0101,21546,uni6911-CN,Hanyo-Denshi,,
椖,椖,6916,26902,E0101,21556,uni6916-JP,Hanyo-Denshi,,
椛,椛,691B,26907,E0101,21564,uni691B-JP,Hanyo-Denshi,,
椦,椦,6926,26918,E0101,21577,uni6926-JP,Hanyo-Denshi,,
椰,椰,6930,26928,E0102,21591,uni6930-JP,Moji-Joho,,
椰,椰,6930,26928,E0103,62421,uni6930uE0101-JP,Moji-Joho,,
椱,椱,6931,26929,E0101,21593,uni6931-JP,Hanyo-Denshi,,
椹,椹,6939,26937,E0101,21609,uni6939-JP,Hanyo-Denshi,,
椽,椽,693D,26941,E0102,21617,uni693D-JP,Hanyo-Denshi,,
椽,椽,693D,26941,E0103,62422,uni693DuE0101-JP,Hanyo-Denshi,,
楆,楆,6946,26950,E0101,21632,uni6946-JP,Hanyo-Denshi,,
楉,楉,6949,26953,E0101,21638,uni6949-JP,Hanyo-Denshi,,
楔,楔,6954,26964,E0101,21653,uni6954-JP,Hanyo-Denshi,,
楗,楗,6957,26967,E0101,21658,uni6957-JP,Moji-Joho,,
楗,楗,6957,26967,E0102,21658,uni6957-JP,Moji-Joho,,
楛,楛,695B,26971,E0101,21665,uni695B-JP,Hanyo-Denshi,,
楞,楞,695E,26974,E0102,21671,uni695E-JP,Hanyo-Denshi,,
楞,楞,695E,26974,E0103,62423,uni695EuE0101-JP,Hanyo-Denshi,,
楡,楡,6961,26977,E0101,21677,uni6961-JP,Hanyo-Denshi,,
楢,楢,6962,26978,E0102,61943,uni6962-JP90-JP,Hanyo-Denshi,,
楢,楢,6962,26978,E0103,21680,uni6962-JP,Hanyo-Denshi,,
楢,楢,6962,26978,E0105,21680,uni6962-JP,Moji-Joho,,
楫,楫,696B,26987,E0102,21695,uni696B-CN,Moji-Joho,,
楮,楮,696E,26990,E0101,21703,uni696E-JP,Hanyo-Denshi,,
楯,楯,696F,26991,E0102,61944,uni696F-JP90-JP,Hanyo-Denshi,,
楯,楯,696F,26991,E0104,21705,uni696F-JP,Moji-Joho,,
楯,楯,696F,26991,E0105,61944,uni696F-JP90-JP,Moji-Joho,,
業,業,696D,26989,E0101,21701,uni696D-JP,Hanyo-Denshi,,
概,概,6982,27010,E0104,21741,uni6982-JP,Moji-Joho,,
概,概,6982,27010,E0105,62426,uni6982uE0102-JP,Moji-Joho,,
榆,榆,6986,27014,E0101,21747,uni6986-JP,Hanyo-Denshi,,
榊,榊,698A,27018,E0102,61945,uni698A-JP90-JP,Hanyo-Denshi,,
榊,榊,698A,27018,E0103,21753,uni698A-JP,Hanyo-Denshi,,
榑,榑,6991,27025,E0101,21764,uni6991-JP,Hanyo-Denshi,,
榒,榒,6992,27026,E0101,21766,uni6992-JP,Hanyo-Denshi,,
榔,榔,6994,27028,E0102,61946,uni6994-JP90-JP,Hanyo-Denshi,,
榔,榔,6994,27028,E0103,21769,uni6994-JP,Hanyo-Denshi,,
榘,榘,6998,27032,E0101,21777,uni6998-JP,Hanyo-Denshi,,
榜,榜,699C,27036,E0101,21785,uni699C-JP,Hanyo-Denshi,,
榦,榦,69A6,27046,E0101,21804,uni69A6-JP,Hanyo-Denshi,,
榧,榧,69A7,27047,E0102,21807,uni69A7-JP,Moji-Joho,,
榧,榧,69A7,27047,E0103,62428,uni69A7uE0101-JP,Moji-Joho,,
榺,榺,69BA,27066,E0101,21841,uni69BA-JP,Hanyo-Denshi,,
榻,榻,69BB,27067,E0102,21843,uni69BB-JP,Hanyo-Denshi,,
榻,榻,69BB,27067,E0103,62429,uni69BBuE0101-JP,Hanyo-Denshi,,
槁,槁,69C1,27073,E0102,21857,uni69C1-JP,Hanyo-Denshi,,
槁,槁,69C1,27073,E0103,62430,uni69C1uE0101-JP,Hanyo-Denshi,,
槇,槇,69C7,27079,E0101,21870,uni69C7-JP,Hanyo-Denshi,,
構,構,69CB,27083,E0102,21878,uni69CB-JP,Hanyo-Denshi,,
構,構,69CB,27083,E0103,62431,uni69CBuE0101-JP,Hanyo-Denshi,,
槌,槌,69CC,27084,E0102,61947,uni69CC-JP90-JP,Hanyo-Denshi,,
槌,槌,69CC,27084,E0103,21879,uni69CC-JP,Hanyo-Denshi,,
槏,槏,69CF,27087,E0101,21887,uni69CF-JP,Hanyo-Denshi,,
槙,槙,69D9,27097,E0102,21900,uni69D9-JP,Hanyo-Denshi,,
槙,槙,69D9,27097,E0103,62432,uni69D9uE0101-JP,Hanyo-Denshi,,
槢,槢,69E2,27106,E0101,21912,uni69E2-JP,Hanyo-Denshi,,
槪,槪,69EA,27114,E0102,21934,uni69EA-JP,Hanyo-Denshi,,
槪,槪,69EA,27114,E0104,61835,u2F8EA-JP,Hanyo-Denshi,,
槫,槫,69EB,27115,E0101,21937,uni69EB-JP,Hanyo-Denshi,,
槱,槱,69F1,27121,E0101,21946,uni69F1-JP,Hanyo-Denshi,,
槾,槾,69FE,27134,E0102,62433,uni69FEuE0101-JP,Hanyo-Denshi,,
槾,槾,69FE,27134,E0103,21974,uni69FE-JP,Hanyo-Denshi,,
槿,槿,69FF,27135,E0101,21975,uni69FF-CN,Hanyo-Denshi,,
樁,樁,6A01,27137,E0101,21978,uni6A01-JP,Hanyo-Denshi,,
樂,樂,6A02,27138,E0101,21980,uni6A02-JP,Hanyo-Denshi,,
樋,樋,6A0B,27147,E0102,61948,uni6A0B-JP90-JP,Hanyo-Denshi,,
樋,樋,6A0B,27147,E0103,21995,uni6A0B-JP,Hanyo-Denshi,,
樋,樋,6A0B,27147,E0105,21995,uni6A0B-JP,MSARG,,
樓,樓,6A13,27155,E0101,22009,uni6A13-JP,Hanyo-Denshi,,
樔,樔,6A14,27156,E0101,22013,uni6A14-JP,Hanyo-Denshi,,
樗,樗,6A17,27159,E0101,22017,uni6A17-JP,Hanyo-Denshi,,
樛,樛,6A1B,27163,E0101,22026,uni6A1B-JP,Hanyo-Denshi,,
樞,樞,6A1E,27166,E0101,22032,uni6A1E-JP,Hanyo-Denshi,,
樟,樟,6A1F,27167,E0101,22035,uni6A1F-JP,Hanyo-Denshi,,
樠,樠,6A20,27168,E0101,22037,uni6A20-JP,Hanyo-Denshi,,
模,模,6A21,27169,E0101,22039,uni6A21-CN,Hanyo-Denshi,,
樣,樣,6A23,27171,E0101,22042,uni6A23-JP,Hanyo-Denshi,,
横,横,6A2A,27178,E0101,22054,uni6A2A-JP,Hanyo-Denshi,,
樮,樮,6A2E,27182,E0101,22059,uni6A2E-JP,Hanyo-Denshi,,
樳,樳,6A33,27187,E0101,22064,uni6A33-JP,Hanyo-Denshi,,
樴,樴,6A34,27188,E0101,22066,uni6A34-JP,Hanyo-Denshi,,
樶,樶,6A36,27190,E0101,22070,uni6A36-JP,Hanyo-Denshi,,
樹,樹,6A39,27193,E0101,22075,uni6A39-JP,Hanyo-Denshi,,
樺,樺,6A3A,27194,E0101,22076,uni6A3A-JP,Hanyo-Denshi,,
樽,樽,6A3D,27197,E0102,61949,uni6A3D-JP90-JP,Hanyo-Denshi,,
樽,樽,6A3D,27197,E0103,22080,uni6A3D-JP,Hanyo-Denshi,,
橄,橄,6A44,27204,E0102,22092,uni6A44-JP,Moji-Joho,,
橄,橄,6A44,27204,E0103,62434,uni6A44uE0101-JP,Moji-Joho,,
橉,橉,6A49,27209,E0101,22102,uni6A49-JP,Hanyo-Denshi,,
橙,橙,6A59,27225,E0101,22135,uni6A59-JP,Hanyo-Denshi,,
機,機,6A5F,27231,E0102,22144,uni6A5F-JP,Hanyo-Denshi,,
機,機,6A5F,27231,E0103,62436,uni6A5FuE0101-JP,Hanyo-Denshi,,
橡,橡,6A61,27233,E0101,22149,uni6A61-JP,Hanyo-Denshi,,
橦,橦,6A66,27238,E0101,22158,uni6A66-JP,Hanyo-Denshi,,
橧,橧,6A67,27239,E0101,22160,uni6A67-JP,Hanyo-Denshi,,
橳,橳,6A73,27251,E0102,22181,uni6A73-JP,Hanyo-Denshi,,
橳,橳,6A73,27251,E0104,62437,uni6A73uE0101-JP,Hanyo-Denshi,,
橿,橿,6A7F,27263,E0101,22194,uni6A7F-JP,Hanyo-Denshi,,
檀,檀,6A80,27264,E0101,22195,uni6A80-JP,Hanyo-Denshi,,
檉,檉,6A89,27273,E0101,22213,uni6A89-JP,Hanyo-Denshi,,
檍,檍,6A8D,27277,E0101,22220,uni6A8D-JP,Hanyo-Denshi,,
檎,檎,6A8E,27278,E0102,22222,uni6A8E-JP,Hanyo-Denshi,,
檐,檐,6A90,27280,E0102,22226,uni6A90-JP,Hanyo-Denshi,,
檐,檐,6A90,27280,E0103,62439,uni6A90uE0101-JP,Hanyo-Denshi,,
檔,檔,6A94,27284,E0101,22235,uni6A94-JP,Hanyo-Denshi,,
檛,檛,6A9B,27291,E0101,22246,uni6A9B-JP,Hanyo-Denshi,,
檜,檜,6A9C,27292,E0102,22249,uni6A9C-JP,Hanyo-Denshi,,
檜,檜,6A9C,27292,E0104,62440,uni6A9CuE0101-JP,Hanyo-Denshi,,
檞,檞,6A9E,27294,E0101,22255,uni6A9E-JP,Hanyo-Denshi,,
檠,檠,6AA0,27296,E0101,22258,uni6AA0-JP,Hanyo-Denshi,,
檢,檢,6AA2,27298,E0101,22263,uni6AA2-JP,Hanyo-Denshi,,
檬,檬,6AAC,27308,E0101,22280,uni6AAC-JP,Hanyo-Denshi,,
檳,檳,6AB3,27315,E0101,22292,uni6AB3-JP,Hanyo-Denshi,,
檴,檴,6AB4,27316,E0101,22294,uni6AB4-JP,Hanyo-Denshi,,
檸,檸,6AB8,27320,E0101,22302,uni6AB8-JP,Hanyo-Denshi,,
櫂,櫂,6AC2,27330,E0101,22320,uni6AC2-JP,Hanyo-Denshi,,
櫔,櫔,6AD4,27348,E0101,22351,uni6AD4-JP,Hanyo-Denshi,,
櫛,櫛,6ADB,27355,E0103,61950,uni6ADB-JP90-JP,Hanyo-Denshi,,
櫛,櫛,6ADB,27355,E0104,22362,uni6ADB-JP,Hanyo-Denshi,,
櫛,櫛,6ADB,27355,E0105,62441,uni6ADBuE0102-JP,Hanyo-Denshi,,
櫜,櫜,6ADC,27356,E0101,22364,uni6ADC-JP,Hanyo-Denshi,,
櫝,櫝,6ADD,27357,E0101,22368,uni6ADD-JP,Hanyo-Denshi,,
櫞,櫞,6ADE,27358,E0101,22370,uni6ADE-JP,Hanyo-Denshi,,
櫤,櫤,6AE4,27364,E0101,22381,uni6AE4-JP,Hanyo-Denshi,,
櫳,櫳,6AF3,27379,E0101,22408,uni6AF3-JP,Moji-Joho,,
欂,欂,6B02,27394,E0101,22435,uni6B02-JP,Hanyo-Denshi,,
欄,欄,6B04,27396,E0102,22440,uni6B04-JP,Hanyo-Denshi,,
欄,欄,6B04,27396,E0103,58856,uniF91D-JP,Hanyo-Denshi,,
欇,欇,6B07,27399,E0102,22447,uni6B07-JP,Moji-Joho,,
權,權,6B0A,27402,E0101,22453,uni6B0A-JP,Hanyo-Denshi,,
欗,欗,6B17,27415,E0101,22477,uni6B17-JP,Hanyo-Denshi,,
欝,欝,6B1D,27421,E0102,22486,uni6B1D-JP,Hanyo-Denshi,,
欝,欝,6B1D,27421,E0103,62442,uni6B1DuE0101-JP,Hanyo-Denshi,,
欟,欟,6B1F,27423,E0101,22491,uni6B1F-JP,Hanyo-Denshi,,
次,次,6B21,27425,E0103,62444,uni6B21uE0102-JP,Moji-Joho,,
次,次,6B21,27425,E0104,62443,uni6B21uE0101-JP,Moji-Joho,,
欤,欤,6B24,27428,E0102,22501,uni6B24-JP,Hanyo-Denshi,,
欤,欤,6B24,27428,E0103,62445,uni6B24uE0101-JP,Hanyo-Denshi,,
欬,欬,6B2C,27436,E0101,22513,uni6B2C-JP,Hanyo-Denshi,,
欿,欿,6B3F,27455,E0101,22547,uni6B3F-JP,Hanyo-Denshi,,
歆,歆,6B46,27462,E0101,22559,uni6B46-JP,Hanyo-Denshi,,
歇,歇,6B47,27463,E0101,22561,uni6B47-JP,Hanyo-Denshi,,
歉,歉,6B49,27465,E0101,22567,uni6B49-JP,Hanyo-Denshi,,
歎,歎,6B4E,27470,E0102,61951,uni6B4E-JP90-JP,Hanyo-Denshi,,
歎,歎,6B4E,27470,E0103,22577,uni6B4E-JP,Hanyo-Denshi,,
歐,歐,6B50,27472,E0101,22581,uni6B50-JP,Hanyo-Denshi,,
歔,歔,6B54,27476,E0101,22590,uni6B54-JP,Hanyo-Denshi,,
歙,歙,6B59,27481,E0101,22600,uni6B59-JP,Hanyo-Denshi,,
歡,歡,6B61,27489,E0101,22616,uni6B61-JP,Hanyo-Denshi,,
止,止,6B62,27490,E0101,22619,uni6B62-CN,Hanyo-Denshi,,
歯,歯,6B6F,27503,E0101,22638,uni6B6F-JP,Hanyo-Denshi,,
歰,歰,6B70,27504,E0101,22641,uni6B70-JP,Hanyo-Denshi,,
歲,歲,6B72,27506,E0104,22644,uni6B72-JP,Moji-Joho,,
歳,歳,6B73,27507,E0101,22646,uni6B73-CN,Hanyo-Denshi,,
歸,歸,6B78,27512,E0101,22654,uni6B78-JP,Hanyo-Denshi,,
死,死,6B7B,27515,E0101,22660,uni6B7B-JP,Hanyo-Denshi,,
殍,殍,6B8D,27533,E0101,22698,uni6B8D-JP,Hanyo-Denshi,,
殟,殟,6B9F,27551,E0101,22734,uni6B9F-JP,Hanyo-Denshi,,
殩,殩,6BA9,27561,E0102,22756,uni6BA9-JP,Hanyo-Denshi,,
殯,殯,6BAF,27567,E0101,22769,uni6BAF-JP,Hanyo-Denshi,,
殰,殰,6BB0,27568,E0101,22772,uni6BB0-JP,Hanyo-Denshi,,
殳,殳,6BB3,27571,E0101,22779,uni6BB3-JP,Hanyo-Denshi,,
殸,殸,6BB8,27576,E0101,22789,uni6BB8-JP,Hanyo-Denshi,,
殻,殻,6BBB,27579,E0102,22796,uni6BBB-JP,Moji-Joho,,
殻,殻,6BBB,27579,E0103,62447,uni6BBBuE0101-JP,Moji-Joho,,
殼,殼,6BBC,27580,E0101,22798,uni6BBC-JP,Moji-Joho,,
毅,毅,6BC5,27589,E0101,22816,uni6BC5-JP,Moji-Joho,,
毆,毆,6BC6,27590,E0101,22818,uni6BC6-JP,Hanyo-Denshi,,
毋,毋,6BCB,27595,E0101,22830,uni6BCB-JP,Hanyo-Denshi,,
毒,毒,6BD2,27602,E0101,22843,uni6BD2-JP,Hanyo-Denshi,,
毓,毓,6BD3,27603,E0101,22847,uni6BD3-JP,Hanyo-Denshi,,
氈,氈,6C08,27656,E0103,22934,uni6C08-JP,Hanyo-Denshi,,
氈,氈,6C08,27656,E0104,62449,uni6C08uE0102-JP,Hanyo-Denshi,,
氈,氈,6C08,27656,E0106,62448,uni6C08uE0101-JP,Moji-Joho,,
氎,氎,6C0E,27662,E0101,22945,uni6C0E-JP,Hanyo-Denshi,,
氐,氐,6C10,27664,E0101,22949,uni6C10-JP,Hanyo-Denshi,,
氓,氓,6C13,27667,E0102,22956,uni6C13-JP,Hanyo-Denshi,,
气,气,6C14,27668,E0101,22960,uni6C14-CN,Hanyo-Denshi,,
氛,氛,6C1B,27675,E0101,22968,uni6C1B-JP,Hanyo-Denshi,,
